2018-06-08 00:01:49 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-08 00:15:00 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:00 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:00 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:00 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:34 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:39 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:39 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:57 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:57 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:57 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:57 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:15:57 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:27 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 00:16:27 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 00:16:27 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-08 00:16:27 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-08 00:16:37 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:52668]
2018-06-08 00:16:37 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 00:16:38 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 00:16:38 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 00:16:38 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-08 00:16:38 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-08 00:16:39 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:52670]
2018-06-08 00:16:39 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 00:16:40 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:40 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:40 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:40 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:41 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:42 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:43 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:43 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:43 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:46 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:47 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:47 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:52 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:52 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:16:52 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:18:37 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-08 00:20:17 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 00:20:17 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 00:20:17 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-08 00:20:17 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-08 00:20:27 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:52689]
2018-06-08 00:20:27 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 00:20:30 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:30 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:30 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:30 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:30 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:32 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:32 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:20:32 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10002 cmd:4
2018-06-08 00:21:35 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 00:21:35 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 00:21:35 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-08 00:21:35 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-08 00:23:32 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:56062]
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 97
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25310,body:{"ack_msgId":25281,"ack_uuid":"06435D06-6903-4878-845C-295F0FAD7299","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"E576FA93-60AF-4F85-96F1-85008E452921"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25311,body:{"ack_msgId":25282,"ack_uuid":"C4C02889-81F6-49AF-8E2A-632F965D212D","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"5CA5ED27-76A3-41BB-BF70-63ABAD88B4F3"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25312,body:{"ack_msgId":25283,"ack_uuid":"25214883-3A7D-488F-BF9B-6DF55AB2FCB3","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"1E0A13C3-C082-446A-B7F5-2B6B631A9CE4"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25313,body:{"ack_msgId":25284,"ack_uuid":"40D60B7D-832D-4811-BB0A-0156E5108F2B","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"765E5559-F4ED-4274-83F4-CB648C6E1060"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25314,body:{"ack_msgId":25285,"ack_uuid":"E6D006DA-E55D-4A77-AF60-7B76A3BB0D53","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"8223D44C-4A02-49A4-9F11-F0D5A13915A4"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25315,body:{"ack_msgId":25286,"ack_uuid":"E689942E-0A86-41DE-9989-548E34B96D15","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"207CD842-4D12-4DAA-A196-50E4D251BEA6"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25316,body:{"ack_msgId":25287,"ack_uuid":"AF436896-5BAE-478D-B4C7-99C34AE973BB","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"453BD2CD-3FA7-4B8A-A661-DA4C8FD2E167"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25317,body:{"ack_msgId":25288,"ack_uuid":"278D0D8A-7104-457E-B16E-0BEB4C1072DE","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"61D9110E-75A1-4964-A40E-392C96F4CCA2"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25318,body:{"ack_msgId":25289,"ack_uuid":"AF436896-5BAE-478D-B4C7-99C34AE973BB","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"034B82B7-5F69-49F2-AFC0-7368928BE85C"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25319,body:{"ack_msgId":25290,"ack_uuid":"8D3DCD21-267E-4D16-A5B0-34D916392ADD","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"FC32DD90-1477-4EE7-8FD1-0890E92B3D32"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25320,body:{"ack_msgId":25291,"ack_uuid":"C6094067-0F28-4B17-AEFB-490AE96B48D4","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"75C265A8-ACD9-4F74-AFED-E95994E7286A"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25321,body:{"ack_msgId":25292,"ack_uuid":"036A2AFD-BF0C-473E-AEC3-A1E77B57E1AA","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"F6648625-7FD3-4644-9C4E-C0CD1C998CFD"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25322,body:{"ack_msgId":25293,"ack_uuid":"6423E50D-292A-4444-899A-A429AC4C37DB","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"9D7DCFA9-7DAD-45FB-BAB2-A74C103944D9"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25323,body:{"ack_msgId":25294,"ack_uuid":"3191D1E1-FA78-4FBC-974C-7E771533D548","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"EE86973D-634C-44B0-83AD-2C2BA7A67C5D"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25324,body:{"ack_msgId":25295,"ack_uuid":"54ADB9D8-E807-479E-87A7-F8CDC7DB3C56","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"CD8DEFAB-3095-44E3-B254-8F4F2F639EEA"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25325,body:{"ack_msgId":25296,"ack_uuid":"7BE1A4DB-968F-4452-84CE-A8D8FDAC9F14","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"8F228AF3-8826-4BB3-A0A4-6ACF2A0A77BF"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25326,body:{"ack_msgId":25297,"ack_uuid":"34301C61-08ED-409D-A375-EBF699F04272","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"234A1225-8AAE-46B0-83CD-320722208AA0"}
2018-06-08 00:23:32 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528387046,msgId:25327,body:{"ack_msgId":25298,"ack_uuid":"6CFEAF85-5A9F-4117-B529-3F735798B3EF","sequeneceId":0,"status":2,"type":20,"userId":"d5f75fbc-4f64-4f78-b320-2ca770847800","uuid":"7E8F2A3E-6A84-4FEA-939C-625049CEB54E"}
